,seqname,source,feature,start,end,score,strand,frame,ID,Dbxref,Is_circular,Name,gbkey,genome,mol_type,strain,sub-species,gene,gene_biotype,locus_tag,Parent,product,protein_id,transl_table,Note,description,mobile_element_type,gene_synonym
668,CP006706.1,Genbank,gene,386536,386958,,-,,gene-RSAU_000339,,,RSAU_000339,Gene,,,,,,protein_coding,RSAU_000339,,,,,,,,
669,CP006706.1,Genbank,CDS,386536,386958,,-,0,cds-AGU54208.1,NCBI_GP:AGU54208.1,,AGU54208.1,CDS,,,,,,,RSAU_000339,gene-RSAU_000339,hypothetical protein,AGU54208.1,11,,,,
670,CP006706.1,Genbank,gene,386963,387571,,-,,gene-RSAU_000340,,,RSAU_000340,Gene,,,,,,protein_coding,RSAU_000340,,,,,,,,
671,CP006706.1,Genbank,CDS,386963,387571,,-,0,cds-AGU54209.1,NCBI_GP:AGU54209.1,,AGU54209.1,CDS,,,,,,,RSAU_000340,gene-RSAU_000340,hypothetical protein,AGU54209.1,11,,,,
672,CP006706.1,Genbank,gene,387531,387833,,-,,gene-RSAU_000341,,,RSAU_000341,Gene,,,,,,protein_coding,RSAU_000341,,,,,,,,
673,CP006706.1,Genbank,CDS,387531,387833,,-,0,cds-AGU54210.1,NCBI_GP:AGU54210.1,,AGU54210.1,CDS,,,,,,,RSAU_000341,gene-RSAU_000341,hypothetical protein,AGU54210.1,11,,,,
674,CP006706.1,Genbank,gene,388328,388735,,+,,gene-RSAU_000342,,,RSAU_000342,Gene,,,,,,protein_coding,RSAU_000342,,,,,,,,
675,CP006706.1,Genbank,CDS,388328,388735,,+,0,cds-AGU54211.1,NCBI_GP:AGU54211.1,,AGU54211.1,CDS,,,,,,,RSAU_000342,gene-RSAU_000342,hypothetical protein,AGU54211.1,11,,,,
676,CP006706.1,Genbank,gene,388782,389264,,+,,gene-RSAU_000343,,,RSAU_000343,Gene,,,,,,protein_coding,RSAU_000343,,,,,,,,
677,CP006706.1,Genbank,CDS,388782,389264,,+,0,cds-AGU54212.1,NCBI_GP:AGU54212.1,,AGU54212.1,CDS,,,,,,,RSAU_000343,gene-RSAU_000343,hypothetical protein%2C DUF523 superfamily,AGU54212.1,11,,,,
678,CP006706.1,Genbank,gene,389558,390826,,-,,gene-RSAU_000344,,,RSAU_000344,Gene,,,,,,protein_coding,RSAU_000344,,,,,,,,
679,CP006706.1,Genbank,CDS,389558,390826,,-,0,cds-AGU54213.1,NCBI_GP:AGU54213.1,,AGU54213.1,CDS,,,,,,,RSAU_000344,gene-RSAU_000344,transcriptional regulator%2C putative,AGU54213.1,11,,,,
680,CP006706.1,Genbank,gene,391216,391620,,-,,gene-RSAU_000345,,,RSAU_000345,Gene,,,,,,protein_coding,RSAU_000345,,,,,,,,
681,CP006706.1,Genbank,CDS,391216,391620,,-,0,cds-AGU54214.1,NCBI_GP:AGU54214.1,,AGU54214.1,CDS,,,,,,,RSAU_000345,gene-RSAU_000345,hypothetical protein,AGU54214.1,11,,,,
682,CP006706.1,Genbank,gene,391792,391887,,-,,gene-RSAU_000346,,,RSAU_000346,Gene,,,,,,protein_coding,RSAU_000346,,,,,,,,
683,CP006706.1,Genbank,CDS,391792,391887,,-,0,cds-AGU54215.1,NCBI_GP:AGU54215.1,,AGU54215.1,CDS,,,,,,,RSAU_000346,gene-RSAU_000346,hypothetical protein,AGU54215.1,11,,,,
684,CP006706.1,Genbank,gene,391920,392123,,-,,gene-RSAU_000347,,,RSAU_000347,Gene,,,,,,protein_coding,RSAU_000347,,,,,,,,
685,CP006706.1,Genbank,CDS,391920,392123,,-,0,cds-AGU54216.1,NCBI_GP:AGU54216.1,,AGU54216.1,CDS,,,,,,,RSAU_000347,gene-RSAU_000347,hypothetical protein,AGU54216.1,11,,,,
686,CP006706.1,Genbank,gene,392126,392413,,-,,gene-RSAU_000348,,,RSAU_000348,Gene,,,,,,protein_coding,RSAU_000348,,,,,,,,
687,CP006706.1,Genbank,CDS,392126,392413,,-,0,cds-AGU54217.1,NCBI_GP:AGU54217.1,,AGU54217.1,CDS,,,,,,,RSAU_000348,gene-RSAU_000348,hypothetical protein,AGU54217.1,11,,,,
688,CP006706.1,Genbank,gene,392410,392865,,-,,gene-RSAU_000349,,,RSAU_000349,Gene,,,,,,protein_coding,RSAU_000349,,,,,,,,
689,CP006706.1,Genbank,CDS,392410,392865,,-,0,cds-AGU54218.1,NCBI_GP:AGU54218.1,,AGU54218.1,CDS,,,,,,,RSAU_000349,gene-RSAU_000349,hypothetical protein,AGU54218.1,11,,,,
690,CP006706.1,Genbank,gene,393635,393994,,-,,gene-RSAU_000350,,,RSAU_000350,Gene,,,,,,protein_coding,RSAU_000350,,,,,,,,
691,CP006706.1,Genbank,CDS,393635,393994,,-,0,cds-AGU54219.1,NCBI_GP:AGU54219.1,,AGU54219.1,CDS,,,,,,,RSAU_000350,gene-RSAU_000350,putative membrane protein%2C putative,AGU54219.1,11,,,,
692,CP006706.1,Genbank,gene,394013,394858,,-,,gene-RSAU_000351,,,RSAU_000351,Gene,,,,,,protein_coding,RSAU_000351,,,,,,,,
693,CP006706.1,Genbank,CDS,394013,394858,,-,0,cds-AGU54220.1,NCBI_GP:AGU54220.1,,AGU54220.1,CDS,,,,,,,RSAU_000351,gene-RSAU_000351,triphenylmethane reductase-like protein,AGU54220.1,11,,,,
694,CP006706.1,Genbank,gene,395330,396010,,+,,gene-RSAU_000352,,,RSAU_000352,Gene,,,,,,protein_coding,RSAU_000352,,,,,,,,
695,CP006706.1,Genbank,CDS,395330,396010,,+,0,cds-AGU54221.1,NCBI_GP:AGU54221.1,,AGU54221.1,CDS,,,,,,,RSAU_000352,gene-RSAU_000352,superantigen-like protein,AGU54221.1,11,,,,
696,CP006706.1,Genbank,gene,396287,396982,,+,,gene-RSAU_000353,,,RSAU_000353,Gene,,,,,,protein_coding,RSAU_000353,,,,,,,,
697,CP006706.1,Genbank,CDS,396287,396982,,+,0,cds-AGU54222.1,NCBI_GP:AGU54222.1,,AGU54222.1,CDS,,,,,,,RSAU_000353,gene-RSAU_000353,superantigen-like protein,AGU54222.1,11,,,,
698,CP006706.1,Genbank,gene,397273,398343,,+,,gene-RSAU_000354,,,RSAU_000354,Gene,,,,,,protein_coding,RSAU_000354,,,,,,,,
699,CP006706.1,Genbank,CDS,397273,398343,,+,0,cds-AGU54223.1,NCBI_GP:AGU54223.1,,AGU54223.1,CDS,,,,,,,RSAU_000354,gene-RSAU_000354,superantigen-like protein,AGU54223.1,11,,,,
700,CP006706.1,Genbank,gene,398708,399412,,+,,gene-RSAU_000355,,,RSAU_000355,Gene,,,,,,protein_coding,RSAU_000355,,,,,,,,
701,CP006706.1,Genbank,CDS,398708,399412,,+,0,cds-AGU54224.1,NCBI_GP:AGU54224.1,,AGU54224.1,CDS,,,,,,,RSAU_000355,gene-RSAU_000355,superantigen-like protein 5,AGU54224.1,11,,,,
702,CP006706.1,Genbank,gene,399844,400539,,+,,gene-RSAU_000356,,,RSAU_000356,Gene,,,,,,protein_coding,RSAU_000356,,,,,,,,
703,CP006706.1,Genbank,CDS,399844,400539,,+,0,cds-AGU54225.1,NCBI_GP:AGU54225.1,,AGU54225.1,CDS,,,,,,,RSAU_000356,gene-RSAU_000356,superantigen-like protein 7,AGU54225.1,11,,,,
704,CP006706.1,Genbank,gene,400878,401576,,+,,gene-RSAU_000357,,,RSAU_000357,Gene,,,,,,protein_coding,RSAU_000357,,,,,,,,
705,CP006706.1,Genbank,CDS,400878,401576,,+,0,cds-AGU54226.1,NCBI_GP:AGU54226.1,,AGU54226.1,CDS,,,,,,,RSAU_000357,gene-RSAU_000357,superantigen-like protein,AGU54226.1,11,,,,
706,CP006706.1,Genbank,gene,401953,402651,,+,,gene-RSAU_000358,,,RSAU_000358,Gene,,,,,,protein_coding,RSAU_000358,,,,,,,,
707,CP006706.1,Genbank,CDS,401953,402651,,+,0,cds-AGU54227.1,NCBI_GP:AGU54227.1,,AGU54227.1,CDS,,,,,,,RSAU_000358,gene-RSAU_000358,superantigen-like protein,AGU54227.1,11,,,,
708,CP006706.1,Genbank,gene,403017,403700,,+,,gene-RSAU_000359,,,RSAU_000359,Gene,,,,,,protein_coding,RSAU_000359,,,,,,,,
709,CP006706.1,Genbank,CDS,403017,403700,,+,0,cds-AGU54228.1,NCBI_GP:AGU54228.1,,AGU54228.1,CDS,,,,,,,RSAU_000359,gene-RSAU_000359,superantigen-like protein,AGU54228.1,11,,,,
710,CP006706.1,Genbank,gene,403962,405518,,+,,gene-RSAU_000360,,,hsdM1,Gene,,,,,hsdM1,protein_coding,RSAU_000360,,,,,,,,
711,CP006706.1,Genbank,CDS,403962,405518,,+,0,cds-AGU54229.1,NCBI_GP:AGU54229.1,,AGU54229.1,CDS,,,,,hsdM1,,RSAU_000360,gene-RSAU_000360,type I restriction-modification system%2C M subunit,AGU54229.1,11,,,,
712,CP006706.1,Genbank,gene,405511,406629,,+,,gene-RSAU_000361,,,RSAU_000361,Gene,,,,,,protein_coding,RSAU_000361,,,,,,,,
713,CP006706.1,Genbank,CDS,405511,406629,,+,0,cds-AGU54230.1,NCBI_GP:AGU54230.1,,AGU54230.1,CDS,,,,,,,RSAU_000361,gene-RSAU_000361,type I restriction-modification system%2C S subunit,AGU54230.1,11,,,,
714,CP006706.1,Genbank,gene,406829,407593,,+,,gene-RSAU_000362,,,RSAU_000362,Gene,,,,,,protein_coding,RSAU_000362,,,,,,,,
715,CP006706.1,Genbank,CDS,406829,407593,,+,0,cds-AGU54231.1,NCBI_GP:AGU54231.1,,AGU54231.1,CDS,,,,,,,RSAU_000362,gene-RSAU_000362,hypothetical protein,AGU54231.1,11,,,,
716,CP006706.1,Genbank,gene,407616,408788,,+,,gene-RSAU_000363,,,RSAU_000363,Gene,,,,,,protein_coding,RSAU_000363,,,,,,,,
717,CP006706.1,Genbank,CDS,407616,408788,,+,0,cds-AGU54232.1,NCBI_GP:AGU54232.1,,AGU54232.1,CDS,,,,,,,RSAU_000363,gene-RSAU_000363,transcriptional regulator%2C putative,AGU54232.1,11,,,,
718,CP006706.1,Genbank,gene,409446,410144,,+,,gene-RSAU_000364,,,RSAU_000364,Gene,,,,,,protein_coding,RSAU_000364,,,,,,,,
719,CP006706.1,Genbank,CDS,409446,410144,,+,0,cds-AGU54233.1,NCBI_GP:AGU54233.1,,AGU54233.1,CDS,,,,,,,RSAU_000364,gene-RSAU_000364,superantigen-like protein,AGU54233.1,11,,,,
720,CP006706.1,Genbank,gene,410166,411728,,+,,gene-RSAU_000365,,,RSAU_000365,Gene,,,,,,protein_coding,RSAU_000365,,,,,,,,
721,CP006706.1,Genbank,CDS,410166,411728,,+,0,cds-AGU54234.1,NCBI_GP:AGU54234.1,,AGU54234.1,CDS,,,,,,,RSAU_000365,gene-RSAU_000365,surface protein%2C putative,AGU54234.1,11,,,,
722,CP006706.1,Genbank,gene,411832,412140,,-,,gene-RSAU_000366,,,RSAU_000366,Gene,,,,,,protein_coding,RSAU_000366,,,,,,,,
723,CP006706.1,Genbank,CDS,411832,412140,,-,0,cds-AGU54235.1,NCBI_GP:AGU54235.1,,AGU54235.1,CDS,,,,,,,RSAU_000366,gene-RSAU_000366,hypothetical protein,AGU54235.1,11,,,,
724,CP006706.1,Genbank,gene,412506,413279,,+,,gene-RSAU_000367,,,RSAU_000367,Gene,,,,,,protein_coding,RSAU_000367,,,,,,,,
725,CP006706.1,Genbank,CDS,412506,413279,,+,0,cds-AGU54236.1,NCBI_GP:AGU54236.1,,AGU54236.1,CDS,,,,,,,RSAU_000367,gene-RSAU_000367,staphylococcal tandem lipoprotein,AGU54236.1,11,,,,
726,CP006706.1,Genbank,gene,413310,414104,,+,,gene-RSAU_000368,,,RSAU_000368,Gene,,,,,,protein_coding,RSAU_000368,,,,,,,,
727,CP006706.1,Genbank,CDS,413310,414104,,+,0,cds-AGU54237.1,NCBI_GP:AGU54237.1,,AGU54237.1,CDS,,,,,,,RSAU_000368,gene-RSAU_000368,staphylococcal tandem lipoprotein,AGU54237.1,11,,,,
728,CP006706.1,Genbank,gene,414152,414937,,+,,gene-RSAU_000369,,,RSAU_000369,Gene,,,,,,protein_coding,RSAU_000369,,,,,,,,
729,CP006706.1,Genbank,CDS,414152,414937,,+,0,cds-AGU54238.1,NCBI_GP:AGU54238.1,,AGU54238.1,CDS,,,,,,,RSAU_000369,gene-RSAU_000369,lipoprotein%2C putative,AGU54238.1,11,,,,
730,CP006706.1,Genbank,gene,414965,415699,,+,,gene-RSAU_000370,,,RSAU_000370,Gene,,,,,,protein_coding,RSAU_000370,,,,,,,,
731,CP006706.1,Genbank,CDS,414965,415699,,+,0,cds-AGU54239.1,NCBI_GP:AGU54239.1,,AGU54239.1,CDS,,,,,,,RSAU_000370,gene-RSAU_000370,lipoprotein%2C putative,AGU54239.1,11,,,,
732,CP006706.1,Genbank,gene,415805,416599,,+,,gene-RSAU_000371,,,RSAU_000371,Gene,,,,,,protein_coding,RSAU_000371,,,,,,,,
733,CP006706.1,Genbank,CDS,415805,416599,,+,0,cds-AGU54240.1,NCBI_GP:AGU54240.1,,AGU54240.1,CDS,,,,,,,RSAU_000371,gene-RSAU_000371,staphylococcal tandem lipoprotein,AGU54240.1,11,,,,
734,CP006706.1,Genbank,gene,416639,417421,,+,,gene-RSAU_000372,,,RSAU_000372,Gene,,,,,,protein_coding,RSAU_000372,,,,,,,,
735,CP006706.1,Genbank,CDS,416639,417421,,+,0,cds-AGU54241.1,NCBI_GP:AGU54241.1,,AGU54241.1,CDS,,,,,,,RSAU_000372,gene-RSAU_000372,staphylococcal tandem lipoprotein,AGU54241.1,11,,,,
736,CP006706.1,Genbank,gene,417450,418244,,+,,gene-RSAU_000373,,,RSAU_000373,Gene,,,,,,protein_coding,RSAU_000373,,,,,,,,
737,CP006706.1,Genbank,CDS,417450,418244,,+,0,cds-AGU54242.1,NCBI_GP:AGU54242.1,,AGU54242.1,CDS,,,,,,,RSAU_000373,gene-RSAU_000373,staphylococcal tandem lipoprotein,AGU54242.1,11,,,,
738,CP006706.1,Genbank,gene,418314,419090,,+,,gene-RSAU_000374,,,RSAU_000374,Gene,,,,,,protein_coding,RSAU_000374,,,,,,,,
739,CP006706.1,Genbank,CDS,418314,419090,,+,0,cds-AGU54243.1,NCBI_GP:AGU54243.1,,AGU54243.1,CDS,,,,,,,RSAU_000374,gene-RSAU_000374,staphylococcal tandem lipoprotein,AGU54243.1,11,,,,
740,CP006706.1,Genbank,gene,419272,420090,,+,,gene-RSAU_000375,,,RSAU_000375,Gene,,,,,,protein_coding,RSAU_000375,,,,,,,,
741,CP006706.1,Genbank,CDS,419272,420090,,+,0,cds-AGU54244.1,NCBI_GP:AGU54244.1,,AGU54244.1,CDS,,,,,,,RSAU_000375,gene-RSAU_000375,staphylococcal tandem lipoprotein,AGU54244.1,11,,,,
742,CP006706.1,Genbank,gene,420083,421411,,+,,gene-RSAU_000376,,,RSAU_000376,Gene,,,,,,protein_coding,RSAU_000376,,,,,,,,
743,CP006706.1,Genbank,CDS,420083,421411,,+,0,cds-AGU54245.1,NCBI_GP:AGU54245.1,,AGU54245.1,CDS,,,,,,,RSAU_000376,gene-RSAU_000376,hypothetical protein,AGU54245.1,11,,,,
744,CP006706.1,Genbank,gene,421408,421731,,+,,gene-RSAU_000377,,,RSAU_000377,Gene,,,,,,protein_coding,RSAU_000377,,,,,,,,
745,CP006706.1,Genbank,CDS,421408,421731,,+,0,cds-AGU54246.1,NCBI_GP:AGU54246.1,,AGU54246.1,CDS,,,,,,,RSAU_000377,gene-RSAU_000377,hypothetical protein,AGU54246.1,11,,,,
746,CP006706.1,Genbank,gene,421750,422064,,+,,gene-RSAU_000378,,,RSAU_000378,Gene,,,,,,protein_coding,RSAU_000378,,,,,,,,
747,CP006706.1,Genbank,CDS,421750,422064,,+,0,cds-AGU54247.1,NCBI_GP:AGU54247.1,,AGU54247.1,CDS,,,,,,,RSAU_000378,gene-RSAU_000378,hypothetical protein,AGU54247.1,11,,,,
748,CP006706.1,Genbank,gene,422353,422547,,-,,gene-RSAU_000379,,,RSAU_000379,Gene,,,,,,protein_coding,RSAU_000379,,,,,,,,
749,CP006706.1,Genbank,CDS,422353,422547,,-,0,cds-AGU54248.1,NCBI_GP:AGU54248.1,,AGU54248.1,CDS,,,,,,,RSAU_000379,gene-RSAU_000379,membrane protein%2C putative,AGU54248.1,11,,,,
750,CP006706.1,Genbank,gene,422732,423934,,+,,gene-RSAU_000380,,,RSAU_000380,Gene,,,,,,protein_coding,RSAU_000380,,,,,,,,
751,CP006706.1,Genbank,CDS,422732,423934,,+,0,cds-AGU54249.1,NCBI_GP:AGU54249.1,,AGU54249.1,CDS,,,,,,,RSAU_000380,gene-RSAU_000380,cobalamin synthesis protein%2C putative,AGU54249.1,11,,,,
752,CP006706.1,Genbank,gene,424593,424655,,-,,gene-RSAU_000381,,,psmA4,Gene,,,,,psmA4,protein_coding,RSAU_000381,,,,,,,,
753,CP006706.1,Genbank,CDS,424593,424655,,-,0,cds-AGU54250.1,NCBI_GP:AGU54250.1,,AGU54250.1,CDS,,,,,psmA4,,RSAU_000381,gene-RSAU_000381,phenol-soluble modulin alpha 4,AGU54250.1,11,,,,
754,CP006706.1,Genbank,gene,424720,424788,,-,,gene-RSAU_000382,,,psmA3,Gene,,,,,psmA3,protein_coding,RSAU_000382,,,,,,,,
755,CP006706.1,Genbank,CDS,424720,424788,,-,0,cds-AGU54251.1,NCBI_GP:AGU54251.1,,AGU54251.1,CDS,,,,,psmA3,,RSAU_000382,gene-RSAU_000382,phenol-soluble modulin alpha 3,AGU54251.1,11,,,,
756,CP006706.1,Genbank,gene,424840,424905,,-,,gene-RSAU_000383,,,psmA2,Gene,,,,,psmA2,protein_coding,RSAU_000383,,,,,,,,
757,CP006706.1,Genbank,CDS,424840,424905,,-,0,cds-AGU54252.1,NCBI_GP:AGU54252.1,,AGU54252.1,CDS,,,,,psmA2,,RSAU_000383,gene-RSAU_000383,phenol-soluble modulin alpha 2,AGU54252.1,11,,,,
758,CP006706.1,Genbank,gene,424937,425002,,-,,gene-RSAU_000384,,,psmA1,Gene,,,,,psmA1,protein_coding,RSAU_000384,,,,,,,,
759,CP006706.1,Genbank,CDS,424937,425002,,-,0,cds-AGU54253.1,NCBI_GP:AGU54253.1,,AGU54253.1,CDS,,,,,psmA1,,RSAU_000384,gene-RSAU_000384,phenol-soluble modulin alpha 1,AGU54253.1,11,,,,
760,CP006706.1,Genbank,gene,425522,427006,,+,,gene-RSAU_000385,,,ndhF,Gene,,,,,ndhF,protein_coding,RSAU_000385,,,,,,,,
761,CP006706.1,Genbank,CDS,425522,427006,,+,0,cds-AGU54254.1,NCBI_GP:AGU54254.1,,AGU54254.1,CDS,,,,,ndhF,,RSAU_000385,gene-RSAU_000385,NADH dehydrogenase I%2C F subunit,AGU54254.1,11,,,,
762,CP006706.1,Genbank,gene,427019,429724,,+,,gene-RSAU_000386,,,RSAU_000386,Gene,,,,,,protein_coding,RSAU_000386,,,,,,,,
763,CP006706.1,Genbank,CDS,427019,429724,,+,0,cds-AGU54255.1,NCBI_GP:AGU54255.1,,AGU54255.1,CDS,,,,,,,RSAU_000386,gene-RSAU_000386,hypothetical protein with DUF2309,AGU54255.1,11,,,,
764,CP006706.1,Genbank,gene,429886,430248,,+,,gene-RSAU_000387,,,RSAU_000387,Gene,,,,,,protein_coding,RSAU_000387,,,,,,,,
765,CP006706.1,Genbank,CDS,429886,430248,,+,0,cds-AGU54256.1,NCBI_GP:AGU54256.1,,AGU54256.1,CDS,,,,,,,RSAU_000387,gene-RSAU_000387,hypothetical protein with DUF2294,AGU54256.1,11,,,,
766,CP006706.1,Genbank,gene,430477,430893,,-,,gene-RSAU_000388,,,RSAU_000388,Gene,,,,,,protein_coding,RSAU_000388,,,,,,,,
767,CP006706.1,Genbank,CDS,430477,430893,,-,0,cds-AGU54257.1,NCBI_GP:AGU54257.1,,AGU54257.1,CDS,,,,,,,RSAU_000388,gene-RSAU_000388,hypothetical protein,AGU54257.1,11,,,,
768,CP006706.1,Genbank,gene,430931,431605,,+,,gene-RSAU_000389,,,RSAU_000389,Gene,,,,,,protein_coding,RSAU_000389,,,,,,,,
769,CP006706.1,Genbank,CDS,430931,431605,,+,0,cds-AGU54258.1,NCBI_GP:AGU54258.1,,AGU54258.1,CDS,,,,,,,RSAU_000389,gene-RSAU_000389,PAP2 family protein,AGU54258.1,11,,,,
770,CP006706.1,Genbank,gene,431642,432376,,+,,gene-RSAU_000390,,,RSAU_000390,Gene,,,,,,protein_coding,RSAU_000390,,,,,,,,
771,CP006706.1,Genbank,CDS,431642,432376,,+,0,cds-AGU54259.1,NCBI_GP:AGU54259.1,,AGU54259.1,CDS,,,,,,,RSAU_000390,gene-RSAU_000390,carboxylesterase%2C putative,AGU54259.1,11,,,,
772,CP006706.1,Genbank,gene,432797,434137,,+,,gene-RSAU_000391,,,RSAU_000391,Gene,,,,,,protein_coding,RSAU_000391,,,,,,,,
773,CP006706.1,Genbank,CDS,432797,434137,,+,0,cds-AGU54260.1,NCBI_GP:AGU54260.1,,AGU54260.1,CDS,,,,,,,RSAU_000391,gene-RSAU_000391,sodium-dependent transporter%2C putative,AGU54260.1,11,,,,
774,CP006706.1,Genbank,gene,434354,435259,,+,,gene-RSAU_000392,,,cysM,Gene,,,,,cysM,protein_coding,RSAU_000392,,,,,,,,
775,CP006706.1,Genbank,CDS,434354,435259,,+,0,cds-AGU54261.1,NCBI_GP:AGU54261.1,,AGU54261.1,CDS,,,,,cysM,,RSAU_000392,gene-RSAU_000392,cysteine synthase,AGU54261.1,11,,,,
776,CP006706.1,Genbank,gene,435252,436394,,+,,gene-RSAU_000393,,,RSAU_000393,Gene,,,,,,protein_coding,RSAU_000393,,,,,,,,
777,CP006706.1,Genbank,CDS,435252,436394,,+,0,cds-AGU54262.1,NCBI_GP:AGU54262.1,,AGU54262.1,CDS,,,,,,,RSAU_000393,gene-RSAU_000393,cystathionine gamma-synthase%2C putative,AGU54262.1,11,,,,
778,CP006706.1,Genbank,gene,436686,437714,,+,,gene-RSAU_000394,,,metN,Gene,,,,,metN,protein_coding,RSAU_000394,,,,,,,,
779,CP006706.1,Genbank,CDS,436686,437714,,+,0,cds-AGU54263.1,NCBI_GP:AGU54263.1,,AGU54263.1,CDS,,,,,metN,,RSAU_000394,gene-RSAU_000394,methionine uptake ABC transporter%2C ATP-binding protein,AGU54263.1,11,,,,
780,CP006706.1,Genbank,gene,437718,438377,,+,,gene-RSAU_000395,,,RSAU_000395,Gene,,,,,,protein_coding,RSAU_000395,,,,,,,,
781,CP006706.1,Genbank,CDS,437718,438377,,+,0,cds-AGU54264.1,NCBI_GP:AGU54264.1,,AGU54264.1,CDS,,,,,,,RSAU_000395,gene-RSAU_000395,methionine uptake ABC transporter%2C permease,AGU54264.1,11,,,,
782,CP006706.1,Genbank,gene,438414,439256,,+,,gene-RSAU_000396,,,RSAU_000396,Gene,,,,,,protein_coding,RSAU_000396,,,,,,,,
783,CP006706.1,Genbank,CDS,438414,439256,,+,0,cds-AGU54265.1,NCBI_GP:AGU54265.1,,AGU54265.1,CDS,,,,,,,RSAU_000396,gene-RSAU_000396,methionine ABC transporter%2C substrate-binding protein%2C putative,AGU54265.1,11,,,,
784,CP006706.1,Genbank,gene,439588,439950,,+,,gene-RSAU_000397,,,RSAU_000397,Gene,,,,,,protein_coding,RSAU_000397,,,,,,,,
785,CP006706.1,Genbank,CDS,439588,439950,,+,0,cds-AGU54266.1,NCBI_GP:AGU54266.1,,AGU54266.1,CDS,,,,,,,RSAU_000397,gene-RSAU_000397,hypothetical protein,AGU54266.1,11,,,,
786,CP006706.1,Genbank,gene,439932,440591,,+,,gene-RSAU_000398,,,RSAU_000398,Gene,,,,,,protein_coding,RSAU_000398,,,,,,,,
787,CP006706.1,Genbank,CDS,439932,440591,,+,0,cds-AGU54267.1,NCBI_GP:AGU54267.1,,AGU54267.1,CDS,,,,,,,RSAU_000398,gene-RSAU_000398,hypothetical protein,AGU54267.1,11,,,,
788,CP006706.1,Genbank,gene,440778,441047,,-,,gene-RSAU_000399,,,RSAU_000399,Gene,,,,,,protein_coding,RSAU_000399,,,,,,,,
789,CP006706.1,Genbank,CDS,440778,441047,,-,0,cds-AGU54268.1,NCBI_GP:AGU54268.1,,AGU54268.1,CDS,,,,,,,RSAU_000399,gene-RSAU_000399,hypothetical protein,AGU54268.1,11,,,,
790,CP006706.1,Genbank,gene,441197,441592,,+,,gene-RSAU_000400,,,RSAU_000400,Gene,,,,,,protein_coding,RSAU_000400,,,,,,,,
791,CP006706.1,Genbank,CDS,441197,441592,,+,0,cds-AGU54269.1,NCBI_GP:AGU54269.1,,AGU54269.1,CDS,,,,,,,RSAU_000400,gene-RSAU_000400,MutT/nudix family protein%2C putative,AGU54269.1,11,,,,
792,CP006706.1,Genbank,gene,441636,442067,,+,,gene-RSAU_000401,,,RSAU_000401,Gene,,,,,,protein_coding,RSAU_000401,,,,,,,,
793,CP006706.1,Genbank,CDS,441636,442067,,+,0,cds-AGU54270.1,NCBI_GP:AGU54270.1,,AGU54270.1,CDS,,,,,,,RSAU_000401,gene-RSAU_000401,acetyltransferase%2C GNAT family%2C putative,AGU54270.1,11,,,,
794,CP006706.1,Genbank,gene,442236,443018,,-,,gene-RSAU_000402,,,RSAU_000402,Gene,,,,,,protein_coding,RSAU_000402,,,,,,,,
795,CP006706.1,Genbank,CDS,442236,443018,,-,0,cds-AGU54271.1,NCBI_GP:AGU54271.1,,AGU54271.1,CDS,,,,,,,RSAU_000402,gene-RSAU_000402,hypothetical protein%2C YibE/F-like protein,AGU54271.1,11,,,,
796,CP006706.1,Genbank,gene,443015,444127,,-,,gene-RSAU_000403,,,RSAU_000403,Gene,,,,,,protein_coding,RSAU_000403,,,,,,,,
797,CP006706.1,Genbank,CDS,443015,444127,,-,0,cds-AGU54272.1,NCBI_GP:AGU54272.1,,AGU54272.1,CDS,,,,,,,RSAU_000403,gene-RSAU_000403,hypothetical protein%2C YibE/F-like protein,AGU54272.1,11,,,,
798,CP006706.1,Genbank,gene,444248,445132,,-,,gene-RSAU_000404,,,gltC,Gene,,,,,gltC,protein_coding,RSAU_000404,,,,,,,,
799,CP006706.1,Genbank,CDS,444248,445132,,-,0,cds-AGU54273.1,NCBI_GP:AGU54273.1,,AGU54273.1,CDS,,,,,gltC,,RSAU_000404,gene-RSAU_000404,transcriptional activator of glutamate synthase operon,AGU54273.1,11,,,,
800,CP006706.1,Genbank,gene,445313,449812,,+,,gene-RSAU_000405,,,gltA,Gene,,,,,gltA,protein_coding,RSAU_000405,,,,,,,,
801,CP006706.1,Genbank,CDS,445313,449812,,+,0,cds-AGU54274.1,NCBI_GP:AGU54274.1,,AGU54274.1,CDS,,,,,gltA,,RSAU_000405,gene-RSAU_000405,glutamate synthase [NADPH] large chain,AGU54274.1,11,,,,
802,CP006706.1,Genbank,gene,449830,451293,,+,,gene-RSAU_000406,,,gltB,Gene,,,,,gltB,protein_coding,RSAU_000406,,,,,,,,
803,CP006706.1,Genbank,CDS,449830,451293,,+,0,cds-AGU54275.1,NCBI_GP:AGU54275.1,,AGU54275.1,CDS,,,,,gltB,,RSAU_000406,gene-RSAU_000406,glutamate synthase subunit beta,AGU54275.1,11,,,,
804,CP006706.1,Genbank,gene,451563,451655,,+,,gene-RSAU_000407,,,RSAU_000407,Gene,,,,,,tRNA,RSAU_000407,,,,,,,,
805,CP006706.1,Genbank,tRNA,451563,451655,,+,,rna-RSAU_000407,,,,tRNA,,,,,,,RSAU_000407,gene-RSAU_000407,tRNA-Ser,,,,,,
